RSSI,IOT,MCS,CQI,RSRP,RSRQ,BW_Utilization (%),RB_Allocation,UE_Status,QoS_Class,Beamforming,Traffic_Load (kbps),Latency (ms),Backhaul_Status,Mobility,Frequency_Layer,Network_Slice,Handover_Metrics (ms),Retransmission_Rate (%),NFV_Status,Physical_Cell_ID,Active_Features,Energy_Consumption (Watts),UE_Demand (kbps),Current_Resource_Allocation (%),Channel_Conditions
-112,-49,5,9,-103,-18,27.19540325285103,49,idle,4,29,3033,119,1,high-speed,sub-6 GHz,4,237,7.285704682753012,1,495,MIMO,7,10772,44.10239252448025,3
-119,-25,5,6,-137,-18,86.21950578899506,158,connected,6,59,9485,70,1,high-speed,sub-6 GHz,4,444,15.148168633124076,1,163,MIMO,462,4594,25.5787386536649,8
-120,-89,26,4,-97,-13,25.116909271971444,177,connected,5,30,11391,34,0,stationary,sub-6 GHz,4,121,13.231851412655118,0,2,MIMO,288,11213,35.13425065132393,3
-72,-13,20,15,-102,-15,72.72587564997582,18,connected,9,33,6055,108,1,high-speed,sub-6 GHz,4,251,14.453049649333785,1,81,MIMO,251,12590,15.217680141670476,0
-80,-13,9,11,-89,-15,52.98422933517624,163,idle,3,46,8120,38,0,high-speed,sub-6 GHz,3,266,20.787000019722935,0,259,MIMO,155,4531,27.06663608303259,4
-118,-64,30,5,-135,-17,50.07627803443593,126,connected,2,33,5929,65,1,high-speed,sub-6 GHz,0,353,10.822498877898793,1,295,None,324,12284,50.13118067878239,8
-110,-45,0,8,-101,-14,84.1845217702222,224,connected,5,49,12194,89,0,high-speed,sub-6 GHz,3,294,1.923987081691274,1,147,carrier aggregation,500,11633,85.41936837232903,9
-77,-28,15,13,-81,-12,57.87921045688509,190,connected,5,14,9681,94,1,stationary,sub-6 GHz,0,297,14.664023428279442,1,503,None,440,14229,6.934671704101847,9
-74,-16,8,5,-76,-15,71.30420546391407,218,handover,3,46,11207,92,1,high-speed,millimeter wave,4,23,2.1086934356772224,1,376,None,87,5448,91.83869629420235,2
-90,-71,30,4,-128,-16,81.49273732539716,137,connected,2,19,8946,70,1,high-speed,millimeter wave,1,141,12.792481741184783,0,10,carrier aggregation,385,6674,64.8950542417572,10
-80,-43,8,8,-72,-11,80.37076402558417,216,connected,4,56,14992,106,1,stationary,sub-6 GHz,4,422,19.84809096382079,1,254,carrier aggregation,468,5211,58.0722050256315,1
-88,-38,4,9,-136,-16,100.0,108,idle,5,36,11824,51,0,high-speed,sub-6 GHz,3,62,9.020908973928853,0,477,None,472,12092,66.53212124376584,1
-118,-79,24,7,-111,-19,97.46150797366819,253,idle,3,25,4722,93,0,stationary,sub-6 GHz,4,447,10.368492341541767,0,312,MIMO,245,11820,97.8947637541145,7
-80,-15,24,12,-125,-19,56.34871570979461,227,connected,0,53,11308,44,1,high-speed,millimeter wave,0,57,8.238944309753464,0,185,MIMO,35,12947,62.435329379120276,6
-85,-77,7,11,-75,-7,100.0,72,connected,0,24,7195,52,1,stationary,millimeter wave,0,29,13.73956614958916,1,265,carrier aggregation,12,10275,68.1430579131304,5
-113,-21,28,7,-97,-18,30.48237000104446,220,connected,3,21,6363,23,0,stationary,millimeter wave,0,235,21.60148028625711,1,451,None,257,6337,6.552800324065333,5
-116,-36,15,4,-111,-7,98.81145944775409,170,idle,5,1,11034,44,0,stationary,sub-6 GHz,1,172,12.669542827257315,1,168,carrier aggregation,470,13347,72.2131308168367,4
-105,-85,20,5,-121,-8,94.88099265706931,137,connected,2,40,3125,27,0,high-speed,millimeter wave,3,70,13.053642370435929,1,434,MIMO,20,6518,4.885930645710113,3
-100,-1,21,14,-82,-16,39.724767523839304,265,idle,3,4,6687,83,1,high-speed,sub-6 GHz,1,485,14.62428745047694,1,220,None,150,4686,67.21840705431653,9
-96,-44,13,2,-124,-12,97.42325778643608,260,connected,5,6,12877,91,0,high-speed,millimeter wave,2,267,7.191412642814738,0,47,MIMO,2,7336,52.32473933177694,7
-108,-51,24,13,-113,-6,85.63855487004757,56,idle,8,16,9275,64,1,high-speed,sub-6 GHz,1,3,20.27144673245234,1,37,None,80,11349,20.718371905640886,5
-87,-32,27,13,-96,-4,49.149699154568076,234,connected,9,58,8451,82,1,stationary,sub-6 GHz,4,445,12.446576266403941,0,96,MIMO,33,5857,82.25768441994661,4
-73,-58,25,3,-75,-5,99.14406093520674,68,connected,0,19,8223,63,1,high-speed,sub-6 GHz,0,167,18.103025580930748,0,448,MIMO,272,5833,84.48129355910503,1
-93,-3,5,5,-106,-13,52.872475118543306,25,connected,3,45,9870,18,1,high-speed,sub-6 GHz,3,365,21.057664669954107,0,437,MIMO,306,9106,7.604270767699173,4
-117,-6,13,10,-102,-10,59.67204223146426,252,connected,7,45,10021,121,0,high-speed,sub-6 GHz,4,150,7.9383627298628845,1,404,carrier aggregation,76,10720,55.44569617310581,6
-115,-65,28,1,-79,-4,73.79348903437868,54,connected,6,51,12737,102,0,high-speed,sub-6 GHz,0,213,22.022991379371486,0,157,carrier aggregation,83,4678,99.08476133397497,2
-81,-74,2,12,-89,-17,39.12509499266737,139,connected,8,54,8234,55,1,high-speed,millimeter wave,3,278,8.422753230211445,1,112,None,104,10839,51.27864620384946,9
-81,-1,28,11,-80,-5,39.78519842628993,25,connected,6,25,11347,117,1,high-speed,millimeter wave,3,16,7.609477411151816,0,13,carrier aggregation,297,6947,9.22763312749142,2
-94,-97,8,8,-103,-7,72.15273602625757,134,idle,1,19,9899,53,1,high-speed,millimeter wave,2,78,9.520421315143537,0,98,carrier aggregation,347,9484,3.2080204802560908,9
-112,-93,13,1,-95,-15,23.731792477907494,95,idle,9,47,15428,32,0,high-speed,sub-6 GHz,4,117,3.0114922875881804,1,222,MIMO,184,5249,85.63770421719451,4
-90,-27,16,8,-80,-18,57.80205151719377,142,connected,1,63,13202,56,0,stationary,millimeter wave,1,251,12.51153448689287,1,338,MIMO,495,6374,99.66885425151078,7
-83,-5,10,12,-102,-6,49.488669774556165,137,idle,1,25,13143,97,0,stationary,sub-6 GHz,0,187,18.441083129960663,1,360,None,160,7192,68.98249974169774,3
-100,-60,2,11,-106,-12,31.034962249812722,261,connected,0,45,4112,114,0,stationary,sub-6 GHz,0,115,11.731147894256765,0,233,None,176,4668,18.136737756818356,7
-107,-93,8,5,-135,-20,23.708593187610077,195,idle,9,50,8641,67,0,high-speed,millimeter wave,3,228,18.644290776945034,0,312,carrier aggregation,356,8582,42.52889855510619,7
-92,-80,28,8,-83,-14,24.36359107492016,219,connected,1,46,15023,95,0,stationary,millimeter wave,0,275,19.83076191628914,0,280,None,436,3186,44.23008234739794,4
-110,-64,24,14,-115,-7,43.44488917505517,37,connected,0,58,7562,108,0,high-speed,millimeter wave,2,207,7.361660434749708,1,188,carrier aggregation,411,12823,88.92121890292607,6
-85,-9,29,12,-97,-12,100.0,140,connected,0,41,4255,53,0,high-speed,sub-6 GHz,1,425,18.96230803279551,0,444,None,148,8510,54.33256415464693,7
-83,-84,28,14,-78,-7,100.0,136,connected,6,9,10386,26,0,stationary,sub-6 GHz,2,0,17.172075465165964,0,176,None,403,11223,32.76789030054111,4
-86,-68,6,2,-109,-18,35.819196468253935,240,connected,1,16,13641,74,0,stationary,sub-6 GHz,3,324,16.940529782665706,1,275,carrier aggregation,41,11005,26.906170822753605,6
-98,-88,8,13,-77,-4,37.041116969176926,191,idle,4,24,10539,60,0,stationary,sub-6 GHz,4,16,11.183151837568872,0,322,carrier aggregation,165,11810,40.53011120530252,9
-74,-46,11,0,-125,-11,100.0,224,handover,6,30,10690,28,1,stationary,millimeter wave,4,425,20.11138422158495,1,319,None,268,5850,87.89245910535348,9
-109,-70,24,13,-94,-8,21.613510232119488,143,idle,2,9,5849,86,0,stationary,sub-6 GHz,1,322,18.120079871889494,1,361,None,52,7657,45.07087494262425,10
-108,-9,10,5,-109,-4,70.68463183742202,251,idle,7,36,11824,64,1,stationary,millimeter wave,3,125,5.374582624031719,1,112,carrier aggregation,461,10826,49.50166279558339,9
-108,-95,1,15,-130,-6,85.30504871366733,82,connected,9,59,4901,43,1,stationary,sub-6 GHz,4,89,12.91023584803836,1,381,carrier aggregation,155,9519,46.884864234482336,2
-90,-8,22,13,-110,-14,25.979296192062236,210,idle,9,50,9914,27,1,stationary,millimeter wave,4,427,12.634334834323894,1,145,carrier aggregation,255,10270,27.72487529527099,8
-81,-54,23,9,-121,-16,100.0,173,connected,4,6,4742,50,0,stationary,sub-6 GHz,3,478,14.473080459402887,0,188,MIMO,489,4353,66.4813323966676,6
-118,-100,28,1,-133,-6,36.68095717743281,57,connected,3,47,6495,104,1,stationary,sub-6 GHz,1,271,5.371674376087336,0,311,carrier aggregation,279,9852,20.437395324580933,6
-72,-25,0,8,-79,-19,100.0,157,connected,4,16,7124,61,1,high-speed,millimeter wave,1,248,5.736572407740971,0,181,carrier aggregation,51,7058,17.350658499089768,2
-110,-18,24,15,-96,-17,45.76977436939904,160,connected,7,59,11984,30,1,stationary,millimeter wave,0,170,17.414454783828223,1,475,carrier aggregation,375,10927,39.68161018424862,2
-114,-98,21,13,-108,-13,9.44955550185292,152,connected,2,0,12445,82,1,high-speed,millimeter wave,0,242,4.510324515903087,0,233,carrier aggregation,456,12632,32.581948983678,1
-107,-22,12,10,-122,-8,51.94254076659067,237,handover,9,50,6968,11,0,high-speed,millimeter wave,0,62,18.961513611303204,0,423,None,335,10348,68.96041518696147,7
-91,-29,15,14,-139,-19,38.52961560996863,20,connected,5,46,5193,82,1,stationary,millimeter wave,2,156,14.863522340704016,0,17,carrier aggregation,232,8298,16.27037715618682,7
-83,-98,31,11,-112,-18,87.71773554993396,59,connected,2,33,11088,106,1,high-speed,sub-6 GHz,4,279,3.9406483519424267,0,489,None,237,13166,0.2791905158559649,9
-101,-35,11,13,-107,-7,82.9699010104786,129,connected,9,33,11133,37,1,stationary,sub-6 GHz,0,171,22.606669427460048,1,146,MIMO,115,13596,56.01802112442862,3
-79,-26,30,7,-77,-13,83.74932402282134,239,connected,5,0,5894,51,1,stationary,millimeter wave,4,169,8.406471943626196,0,258,carrier aggregation,409,12383,92.20683540050454,9
-76,-35,5,0,-130,-20,90.10360255056789,131,connected,4,26,6059,65,1,stationary,millimeter wave,3,162,12.722377943682687,1,395,carrier aggregation,163,5921,8.397776158631187,8
-98,-12,9,12,-122,-12,57.70742713381143,102,idle,1,22,12475,88,0,stationary,millimeter wave,1,468,8.12311664617431,0,225,MIMO,469,7572,97.08618141958006,5
-102,-77,30,2,-119,-6,44.91420397457304,237,connected,5,10,15170,73,0,stationary,sub-6 GHz,1,412,12.656739386383967,1,158,MIMO,185,13383,33.24870660364794,4
-93,-85,10,8,-114,-16,97.12056862501768,122,connected,6,8,6630,117,1,high-speed,millimeter wave,4,194,13.578693572168302,1,464,carrier aggregation,400,10605,31.70209220732294,2
-98,-84,9,3,-104,-16,83.66777343294845,6,connected,4,24,7360,27,0,stationary,millimeter wave,0,293,13.532292646027672,1,100,carrier aggregation,491,10474,8.56155399237063,2
-120,-1,9,12,-120,-11,17.993689011487145,243,connected,9,31,8316,35,0,high-speed,sub-6 GHz,4,28,14.968630503401359,1,220,None,194,14123,82.80397468765678,3
-73,-36,21,15,-90,-12,85.7167139110017,151,handover,2,36,8920,46,0,stationary,millimeter wave,3,290,8.138051118400789,0,41,MIMO,121,7680,92.38202499953184,7
-104,-49,11,15,-105,-9,59.84683651829011,218,handover,5,22,8904,90,0,stationary,sub-6 GHz,0,76,15.129668764724185,0,191,carrier aggregation,50,3972,33.05816742693547,8
-116,-69,4,7,-115,-13,83.1381470155041,238,connected,8,57,5068,38,1,stationary,millimeter wave,2,347,14.59403058479222,1,60,MIMO,219,7218,54.51717212659376,2
-91,-3,31,9,-101,-4,97.35269046564645,4,connected,0,59,8349,84,0,stationary,millimeter wave,2,172,22.585458997714504,0,292,MIMO,179,7079,2.5948126686605955,8
-108,-14,4,6,-111,-12,80.28314045213982,54,connected,3,54,13676,40,0,high-speed,millimeter wave,1,337,17.64682887180325,0,59,None,78,10700,90.82313230376414,9
-116,-35,4,9,-139,-4,88.72928161049943,147,connected,6,45,8523,48,1,stationary,sub-6 GHz,0,294,1.327013136520443,0,19,None,276,9166,1.7758010117295164,9
-102,-13,20,13,-104,-19,98.01594546118767,189,handover,5,0,5822,105,0,stationary,millimeter wave,0,379,11.480669034738401,1,220,MIMO,35,12343,82.94706942385665,6
-88,-66,15,6,-95,-9,9.885735195011582,17,handover,2,51,7410,82,1,stationary,sub-6 GHz,3,454,20.10896814100384,1,15,MIMO,202,6430,62.09247986987732,1
-91,-74,10,11,-102,-10,80.81794294997935,28,connected,0,24,11921,68,0,stationary,sub-6 GHz,3,290,11.200261867850516,0,255,carrier aggregation,98,12527,23.679435097122713,7
-118,-45,28,6,-78,-7,24.601848706954158,30,connected,5,60,12090,12,0,high-speed,millimeter wave,0,96,17.210137432150844,0,194,carrier aggregation,261,11241,44.967284606263405,5
-112,-52,6,5,-89,-5,34.94040030017284,157,connected,4,33,2940,97,1,stationary,sub-6 GHz,1,22,17.760360997111597,0,420,None,406,9895,29.122394342107793,7
-88,-98,26,13,-112,-14,16.940375520902194,212,connected,1,56,12726,39,0,stationary,millimeter wave,1,48,8.899511792037469,1,469,None,476,9435,1.2523009272370489,3
-115,-99,16,3,-84,-5,53.614933856381086,188,connected,2,21,11177,114,1,stationary,millimeter wave,3,354,2.1090667565571977,1,503,None,161,4736,42.593634731801075,6
-102,-54,12,8,-79,-18,100.0,130,idle,1,42,6062,22,0,stationary,sub-6 GHz,1,202,10.638385590096624,0,495,None,150,5437,57.37655181247702,3
-78,-12,0,1,-115,-14,7.721782408747659,30,connected,9,49,14274,83,1,high-speed,millimeter wave,4,135,21.48311593095906,0,85,carrier aggregation,225,10490,90.47572472428213,7
-89,-78,9,4,-132,-4,41.72426705250561,237,connected,4,8,12124,116,1,high-speed,sub-6 GHz,4,379,20.467369886120462,0,195,carrier aggregation,206,6444,2.741139905090295,3
-87,-52,2,9,-115,-10,18.395837878587976,118,connected,4,50,11528,31,0,high-speed,sub-6 GHz,3,222,23.46723385154458,1,343,MIMO,360,13637,34.52374593973286,9
-83,-35,12,13,-114,-15,87.73874049724554,201,connected,6,32,7196,60,0,high-speed,sub-6 GHz,0,83,21.223150532757344,1,132,None,179,5933,31.434413396585413,5
-102,-60,23,2,-136,-18,26.43036371125193,16,connected,9,23,4708,36,0,stationary,sub-6 GHz,0,378,5.905083828667329,1,101,None,128,13912,47.045240612174624,2
-96,-98,8,2,-109,-4,100.0,137,connected,8,58,6328,16,0,high-speed,sub-6 GHz,0,475,15.410184634675154,1,442,carrier aggregation,460,9515,47.98238577067851,6
-109,-20,2,1,-81,-18,31.564175664710422,242,connected,8,40,12546,41,0,high-speed,millimeter wave,2,394,3.194162811097066,0,211,MIMO,404,9894,62.01016253258649,7
-90,-68,25,10,-101,-20,42.65213992513714,170,connected,0,29,6039,56,1,high-speed,millimeter wave,1,46,16.455748811811755,0,380,MIMO,309,3535,39.95439034334709,2
-100,-58,30,14,-72,-13,14.68946472883415,266,idle,3,55,10517,33,1,high-speed,millimeter wave,0,328,20.051088250375976,0,437,None,218,11374,15.050665271591857,1
-99,-12,31,10,-96,-10,79.47008566810851,47,connected,6,50,13002,77,0,stationary,millimeter wave,3,405,22.776621107012602,1,406,MIMO,208,7947,55.94397671536282,1
-115,-53,28,10,-79,-16,87.7726709947412,248,handover,2,24,6372,51,1,high-speed,sub-6 GHz,2,410,11.132184578973979,1,280,MIMO,57,10615,51.66924728188248,9
-93,-12,8,9,-131,-9,75.23612409526025,114,connected,4,44,9751,81,0,high-speed,millimeter wave,4,92,17.04612071748852,1,300,MIMO,183,7633,62.78602462309002,9
-94,-17,5,11,-116,-16,39.79023584120486,68,handover,8,52,6338,62,1,stationary,sub-6 GHz,2,163,21.151997580632944,1,445,MIMO,263,10295,91.4203033407982,4
-90,-21,2,5,-122,-20,35.543246967659364,40,connected,2,59,11344,87,0,stationary,sub-6 GHz,0,207,6.364321066791919,1,171,None,403,14442,93.01482014709403,9
-87,-37,11,7,-118,-11,100.0,271,connected,7,32,5093,55,0,stationary,millimeter wave,4,214,18.475967710534583,0,112,None,35,6045,36.39557553464383,1
-88,-29,16,9,-124,-10,65.4797465209037,248,connected,4,27,4793,62,1,high-speed,sub-6 GHz,3,93,6.702494312515001,0,293,carrier aggregation,371,8189,60.235530070629785,6
-98,-30,6,14,-130,-20,35.59984083116375,121,connected,7,22,4718,58,0,high-speed,millimeter wave,4,432,14.488936857885236,0,231,None,432,11386,1.2626568815895856,1
-101,-5,12,1,-94,-8,24.549710640946152,135,connected,3,61,10100,12,0,high-speed,sub-6 GHz,3,324,11.930045266560226,0,262,carrier aggregation,212,6314,63.57079206590506,2
-87,-59,24,15,-95,-16,88.025413284781,136,connected,2,45,4513,126,1,high-speed,millimeter wave,3,246,13.188195685529992,0,246,carrier aggregation,163,13099,28.46042564762108,2
-106,-42,27,14,-114,-8,81.71273587986208,226,connected,6,40,11889,44,0,stationary,millimeter wave,2,480,8.737712589683305,0,448,carrier aggregation,275,8356,84.90371402903263,10
-72,-98,20,6,-81,-13,30.977413956210796,147,connected,1,32,11988,22,0,stationary,millimeter wave,2,62,21.68984750580777,0,447,carrier aggregation,416,6769,73.07896681600903,3
-112,-45,23,10,-82,-10,2.547604818204927,208,handover,0,48,9601,44,1,stationary,millimeter wave,1,138,5.801886338094429,1,220,None,39,7559,44.76085415131159,3
-99,-51,2,3,-88,-13,21.455434752387532,174,connected,5,31,14252,81,1,stationary,sub-6 GHz,4,127,10.168582142180398,1,427,carrier aggregation,243,12324,46.78483483278287,4
-99,-88,7,9,-85,-9,33.67397797160054,77,handover,5,30,5852,85,0,high-speed,sub-6 GHz,3,168,4.530924631710949,0,207,carrier aggregation,229,2792,79.1032999655383,1
-120,-34,2,1,-108,-13,29.313843903844678,121,connected,8,43,12468,38,0,stationary,sub-6 GHz,3,390,16.962926942294143,0,392,carrier aggregation,457,8900,98.66682879512625,5
-120,-76,21,12,-81,-17,69.77895384466086,170,connected,4,6,12385,115,1,stationary,sub-6 GHz,2,290,20.16856272057183,1,138,MIMO,193,12012,10.651641669246148,6
-88,-77,11,2,-93,-12,68.70157528141247,236,connected,1,16,7534,108,1,stationary,sub-6 GHz,4,395,3.3039694869774197,1,235,MIMO,234,9820,36.98715049419909,8
-88,-4,11,14,-87,-16,98.31301105336507,133,connected,1,20,12057,27,1,high-speed,millimeter wave,2,467,18.596156491895293,1,331,None,6,6834,4.04686999449323,9
-108,-14,29,9,-92,-5,49.04400979410118,183,connected,7,36,6622,84,0,high-speed,millimeter wave,0,325,18.432584572285897,0,3,MIMO,140,9231,69.08488882986127,9
-92,-99,9,5,-108,-17,81.86848572953157,158,connected,8,32,5953,63,0,high-speed,sub-6 GHz,1,123,8.452029131111741,1,169,None,278,8160,26.738575670086462,10
-106,-7,31,14,-102,-5,82.82793217370403,78,connected,2,15,7855,50,1,high-speed,sub-6 GHz,1,420,24.00070890863221,1,236,None,136,9853,94.95610276830507,2
-103,-80,16,10,-115,-5,76.35272144210569,124,connected,9,55,11625,25,0,high-speed,sub-6 GHz,3,5,6.658698634858083,0,258,None,1,6015,17.168922686791376,9
-118,-65,22,5,-87,-16,20.21448330285887,132,connected,2,38,11568,103,1,stationary,sub-6 GHz,0,154,2.6493698178437013,1,374,carrier aggregation,117,10381,53.23274040749945,2
-111,-20,28,9,-84,-10,60.63050183748803,137,connected,4,38,10319,47,1,stationary,millimeter wave,0,342,23.70545963109301,1,483,carrier aggregation,492,9604,7.596826950960023,6
-93,-50,7,9,-117,-16,65.95114956179205,269,connected,1,44,10003,109,1,high-speed,sub-6 GHz,2,194,14.971040095512947,1,62,None,390,11504,84.25373475409643,8
-74,-97,6,8,-112,-15,90.10667450806012,185,connected,5,33,9077,103,0,high-speed,millimeter wave,1,258,14.03988597847044,1,336,MIMO,15,7267,36.18593260166133,4
-108,-35,12,5,-85,-9,55.985029782353436,136,connected,8,54,12085,105,0,high-speed,millimeter wave,4,426,19.231826669884196,0,59,carrier aggregation,290,9617,51.49827401321444,9
-114,-72,0,5,-106,-20,53.39422862431995,184,connected,8,28,9199,108,1,high-speed,millimeter wave,1,316,1.7204706047284408,1,302,None,246,11013,10.10236121338285,5
-103,-43,27,6,-134,-14,84.31509167470242,111,idle,6,15,5541,51,0,stationary,millimeter wave,4,43,1.139100873763783,0,245,MIMO,423,12305,62.24767069966006,6
-99,-73,4,10,-75,-5,53.05940029490099,112,handover,3,42,10023,117,1,stationary,millimeter wave,4,184,19.80906707798682,1,74,None,180,7265,1.375384572744165,6
-99,-95,12,12,-80,-18,70.55143197754137,10,connected,2,19,6173,49,0,high-speed,millimeter wave,0,393,21.19131607339423,0,241,MIMO,450,5681,93.88519085284439,7
-109,-53,5,4,-118,-7,33.21657118390863,200,idle,2,3,7496,58,0,high-speed,millimeter wave,4,368,12.856539710316262,0,33,carrier aggregation,390,11201,84.51540841399662,10
-111,-19,28,5,-105,-15,25.630065180150094,97,connected,3,27,8231,38,1,stationary,sub-6 GHz,1,194,15.192925214750014,0,56,None,184,7347,25.658901783015477,1
-96,-23,18,8,-132,-15,23.32301621429012,158,idle,6,58,13471,112,0,high-speed,sub-6 GHz,4,66,21.278625289055288,0,252,None,216,6314,99.10829605277297,1
-103,-7,0,2,-93,-17,69.64033533533166,122,connected,7,29,3668,40,0,stationary,sub-6 GHz,2,374,20.60946002107613,0,365,MIMO,258,3374,74.8819256441743,3
-73,-26,21,10,-133,-10,48.89498312649587,181,connected,1,18,11570,56,1,high-speed,sub-6 GHz,2,36,4.584721920344499,1,138,None,445,10888,76.72625465467988,8
-86,-6,14,0,-76,-9,86.11231667035418,110,connected,4,34,4373,27,1,high-speed,millimeter wave,0,381,8.639149963453237,1,472,MIMO,490,14353,65.69028850074439,3
-105,-73,14,15,-76,-19,28.668671282504945,177,connected,9,23,8372,24,0,high-speed,millimeter wave,4,489,14.405530714104597,0,42,carrier aggregation,385,6830,12.712172480672324,0
-119,-25,14,2,-122,-8,81.65284386231784,123,connected,6,62,13537,59,0,stationary,sub-6 GHz,0,366,21.078412504669938,1,204,None,375,8639,80.13166050920702,8
-90,-21,12,11,-132,-12,67.48134903041604,161,connected,3,56,5459,77,1,high-speed,sub-6 GHz,0,286,3.814288066517533,1,63,carrier aggregation,163,4697,68.33980937714954,10
-90,-88,2,12,-101,-17,85.03479668043738,165,connected,2,12,8299,18,0,high-speed,sub-6 GHz,0,429,18.663300846788605,0,487,MIMO,166,5365,33.976327491245385,1
-97,-90,2,8,-73,-7,39.85013814822001,239,connected,3,35,6876,46,1,stationary,sub-6 GHz,4,210,11.008661881479938,1,420,MIMO,220,14189,52.93436346349246,3
-107,-15,16,3,-79,-10,25.3753986147683,170,connected,7,60,7445,22,1,stationary,sub-6 GHz,3,221,9.563266634932429,0,213,carrier aggregation,60,8313,34.47672417640967,1
-108,-28,11,15,-118,-19,100.0,14,connected,9,46,14184,90,0,stationary,sub-6 GHz,1,397,1.516861841522441,0,217,None,174,8446,31.7344007297619,6
-107,-46,5,11,-99,-17,89.59525324719074,56,connected,2,40,4672,111,0,stationary,millimeter wave,2,9,8.459423679763525,1,312,None,18,11295,79.66613942227518,6
-91,-43,10,4,-94,-7,35.185801742083555,194,connected,8,4,6781,24,1,high-speed,millimeter wave,3,107,19.04205646499676,0,279,carrier aggregation,428,9900,9.794038163582853,8
-109,-51,27,3,-124,-20,16.037789702199046,21,connected,0,11,8763,24,0,stationary,sub-6 GHz,1,87,8.697593963060873,0,81,MIMO,85,12634,47.73914809901784,8
-76,-39,13,7,-136,-7,27.62419008693576,264,connected,7,15,8814,16,0,high-speed,millimeter wave,3,386,12.56649045060146,0,60,carrier aggregation,213,9948,10.080600606674295,10
-72,-8,14,14,-95,-17,81.14774106821001,26,connected,6,19,11714,43,1,high-speed,sub-6 GHz,1,295,14.174391718931801,0,71,MIMO,314,9077,14.534892956019728,1
-97,-80,9,2,-120,-14,92.57938667168932,116,connected,0,26,8866,123,1,high-speed,sub-6 GHz,3,79,14.175670235826198,0,282,carrier aggregation,311,5131,69.75790913555949,7
-75,-44,25,14,-71,-7,38.94407252501305,7,connected,3,34,12816,93,0,high-speed,millimeter wave,4,88,14.342178216464992,0,84,carrier aggregation,148,4699,8.240017839411696,7
-111,-73,12,2,-126,-9,99.18586024419929,40,handover,7,8,5997,50,1,high-speed,sub-6 GHz,2,59,3.4324851487657715,1,9,carrier aggregation,26,12079,41.5654920908751,9
-87,-41,29,4,-131,-5,72.77349420056117,97,connected,5,1,9953,123,0,high-speed,sub-6 GHz,0,6,14.885318369822166,0,337,MIMO,386,11767,25.7243630548457,7
-83,-11,0,6,-79,-16,78.59715779555448,216,handover,1,13,2493,28,1,high-speed,millimeter wave,1,228,17.599126666829683,1,160,None,467,5144,25.478629172305077,9
-120,-89,20,12,-102,-4,83.85188934595315,47,connected,5,37,11562,73,0,high-speed,sub-6 GHz,3,150,19.996260731345885,1,323,None,361,9033,35.034337407629046,5
-99,-2,6,6,-112,-10,26.962815631120296,157,connected,0,22,11780,104,1,stationary,millimeter wave,3,484,11.123960914752443,1,384,carrier aggregation,309,13193,62.929268095428746,1
-100,-59,21,8,-96,-14,62.28508390326,113,connected,8,18,8115,35,1,high-speed,millimeter wave,1,475,4.624302836777092,1,156,None,180,9932,74.66680051284774,3
-111,-99,12,6,-124,-11,64.40517041789083,222,idle,0,57,7148,48,0,high-speed,sub-6 GHz,1,267,19.439341194676224,1,50,carrier aggregation,17,12059,34.6196317415632,10
-104,-33,16,10,-121,-17,77.16517420736493,126,connected,5,26,5403,35,0,high-speed,millimeter wave,0,89,13.334041212976086,1,58,None,374,9853,99.40377237086234,10
-85,-38,27,7,-133,-15,50.293897842324256,257,connected,1,58,12177,43,1,stationary,sub-6 GHz,0,323,14.588115201901216,1,251,MIMO,213,5912,59.394748428561606,3
-84,-78,1,8,-79,-8,36.56949526434576,25,connected,8,23,10523,99,0,stationary,sub-6 GHz,0,81,20.624052342712694,0,23,MIMO,106,10702,52.34525878998218,6
-101,-70,31,3,-92,-12,13.931426509796069,206,connected,7,15,8743,68,0,stationary,millimeter wave,1,16,11.52824105899762,0,294,None,73,11370,56.8864206103057,3
-84,-96,25,6,-95,-18,49.37310363155271,249,connected,0,5,11201,44,0,high-speed,sub-6 GHz,1,388,18.844694757899276,0,166,None,425,10614,34.91672543359371,8
-89,-92,22,5,-124,-16,56.346046877840074,25,idle,2,0,5100,97,0,high-speed,sub-6 GHz,2,424,11.704587302476561,0,344,None,498,4465,13.39985679074507,7
-101,-46,28,11,-97,-17,96.242078740534,173,connected,3,59,6747,58,0,stationary,millimeter wave,4,352,17.917482096929447,1,87,None,64,10128,65.1654274307076,10
-103,-60,28,9,-94,-4,77.39812568679578,272,handover,7,46,12009,86,1,high-speed,millimeter wave,0,193,14.48013029754255,0,269,carrier aggregation,38,6662,3.2974423179922496,4
-113,-8,11,6,-76,-17,100.0,237,connected,2,31,8350,80,1,high-speed,millimeter wave,3,32,11.77537682894442,0,25,carrier aggregation,309,13572,92.36440813513337,4
-119,-60,3,11,-129,-14,94.50612591879286,221,idle,7,58,14465,65,0,high-speed,millimeter wave,3,383,9.797231361254536,1,212,MIMO,194,8907,76.37461969253032,9
-117,-19,5,14,-139,-5,45.08135353326108,139,connected,4,39,14383,8,0,stationary,millimeter wave,3,334,11.987606368150727,0,9,None,488,12927,18.76423140678247,4
-109,-56,6,12,-83,-11,50.90088459530089,101,connected,1,30,3852,64,1,high-speed,millimeter wave,1,22,4.827689573569289,0,151,MIMO,159,10586,51.3653472089895,9
-81,-63,27,14,-91,-12,82.64188313344232,146,connected,5,33,5696,48,0,stationary,sub-6 GHz,0,243,14.339494035612523,1,370,MIMO,235,9845,7.204729655561836,7
